text,image_path,rationales
RT @WFLARyan: Irma damage in Hardee County. @WFLA. https://t.co/Odnr0sqsQ2,data_image/hurricane_irma/18_9_2017/909808319937859584_0.jpg,
Scope of damage unleashed by Harvey yet to be determined https://t.co/x08c6KxWAe https://t.co/FbRCCWLErA,data_image/hurricane_harvey/27_8_2017/901722704767627269_0.jpg,
Buffalo Bayou is higher than I've ever seen it. Pool about to go under. #Harvey https://t.co/KPEymDoDB0,data_image/hurricane_harvey/27_8_2017/901776373177561088_0.jpg,
Hurricane Maria: Anguilla fears further devastation as island struggles with Irma clear-up https://t.co/esEmd2aDfY https://t.co/TWB81cYPts,data_image/hurricane_irma/19_9_2017/910154313422516226_0.jpg,
Metro Atlanta hotel occupancy jumps with Hurricane Irma evacuees https://t.co/cgLDM0mnqp https://t.co/I9PpRYtV6b,data_image/hurricane_irma/18_9_2017/909868408493236224_0.jpg,
On the road to our live shot location this afternoon: Some of what the California wildfires left behind. https://t.co/qxFqMn6CJD,data_image/california_wildfires/16_10_2017/920005307148804096_1.jpg,
"A view of St. Thomas, #USVI, before &amp; after Hurricane #Irma. https://t.co/XKivTJjA6v",data_image/hurricane_irma/17_9_2017/909458931696717824_1.jpg,
Hurricane Maria decimated Puerto Rico's food supply â€” here's what the island's farms look like now Leanna Garfield https://t.co/PsXlCPxRlO,data_image/hurricane_maria/29_9_2017/913788509684629504_0.jpg,
"In Irma's wake, millions of gallons of sewage and wastewater are bubbling up across Florida https://t.co/JpDQIY36JY https://t.co/hxVAIgy3fg",data_image/hurricane_irma/19_9_2017/910156922724192256_0.jpg,
How Tropical Storm Irma damaged South Carolina's coastal communities https://t.co/n3Nf6FK15v #chsnews #scnews #chswx https://t.co/5bMkls4NRW,data_image/hurricane_irma/17_9_2017/909397777792118784_0.jpg,
https://t.co/zKtImlSIWU Eden Woman Surprised With Repaired Home After Tornado Destroyed It #watchCBS19 https://t.co/JA8QRJdgLu,data_image/hurricane_harvey/9_9_2017/906623256697995264_0.jpg,
it's still flooded because of Harvey. fam á½¢9 https://t.co/MQHuCW0jJv,data_image/hurricane_harvey/16_9_2017/909128086985338880_2.jpg,
RT @HighvTweet: Cane Bay Area sustained damage. #stcroix #stx #hurricanemaria https://t.co/hFJdjRIhd3,data_image/hurricane_maria/23_9_2017/911663593019498496_0.jpg,
Just got power back from #Irma after 5 days. Hopefully #Maria leaves the southeast alone... Hopefully she just goes… https://t.co/0jyUZHXk9H,data_image/hurricane_irma/19_9_2017/910033969315446784_0.jpg,
Atlanta loves its urban forest despite damage wrought by Irma: https://t.co/kw2ygfGVEQ https://t.co/sxt8seGtGu,data_image/hurricane_irma/17_9_2017/909412901626236929_0.jpg,
'Public calamity' as California wildfires leave apocalyptic scenes in wine country https://t.co/MnBMbzXTNS https://t.co/K2yjhLF8zA,data_image/california_wildfires/10_10_2017/917828328475680768_0.jpg,
RT @focente: 90-100% of #Barbuda's structures &amp; infrastructure are destroyed #Irma ·Ω¢2 https://t.co/aHA2hTASTd,data_image/hurricane_irma/18_9_2017/909722974218895360_0.jpg,
Here are some more photos if Utuado almost two months after Hurricane Maria. Cleanup efforts at a stand still. https://t.co/e7y9aNIc6K,data_image/hurricane_maria/7_11_2017/927875856516689921_1.jpg,
Reuters Exclusive- An army of tow trucks tackles Houston's flood-damaged cars from #Harvey https://t.co/FJB3sHeQrs https://t.co/bIbbdP0HUn,data_image/hurricane_harvey/6_9_2017/905486837162147841_0.jpg,
#SummerlandKey (map dot 2) #Irma #coastal damage before/after air photos. Arrow marks reference point‚Ä¶ https://t.co/ihSN1cCe6g,data_image/hurricane_irma/19_9_2017/910126834498592768_0.jpg,
"Last week, I was on a boat! #Harveyflood #Harvey https://t.co/kXltJ4zybE",data_image/hurricane_harvey/12_9_2017/907475708976525312_1.jpg,
A friend's front's front yard in #Austin #Texas this morning after high winds from #HurricaneHarvey á¼°0. | #Harvey https://t.co/drlaoL1eWx,data_image/hurricane_harvey/27_8_2017/901822598765522945_1.jpg,
"RT @TPM: ""Out of whack"": The most jaw-dropping remarks from Trumpâ€™s Puerto Rico trip https://t.co/2P3pKUfJoW https://t.co/exH1lKr4hf",data_image/hurricane_maria/3_10_2017/915300476824031238_0.jpg,
Celebrity Chef Scott Conantâ€™s Phoenix Bar Crawl @conantnyc #mora #DuckBathPunch https://t.co/FXvpexUzb8 https://t.co/w1KSfRN04J,data_image/srilanka_floods/20_6_2017/877214334073655296_0.jpg,
Irma adds to US luxury retail woes https://t.co/eScHQmMAkt https://t.co/UUkCHzwHnT,data_image/hurricane_irma/19_9_2017/910097414891069440_0.jpg,
RT @QuakeAlarmMex: #Earthquake Golfo de California #Mexico Update M5.5 #Sinaloa #Sismo #temblor https://t.co/AL2HaQ2Ko3,data_image/mexico_earthquake/23_9_2017/911682837190979585_0.jpg,
"My brother, Volunteering for #MexicoEarthquake https://t.co/k7F51H5czR",data_image/mexico_earthquake/25_9_2017/912457950983327746_0.jpg,
#FSUFootball should replace Delaware State with UCF after Irma https://t.co/vcbKXvHX1X via @chopchat_ https://t.co/ej7dJcdNOL,data_image/hurricane_irma/19_9_2017/910143822356660224_0.jpg,
"It is #sunny and 27C (80F) in #FernandodelaMora (Fernando de la Mora), #Paraguay https://t.co/kh2nx4QIlz",data_image/srilanka_floods/22_6_2017/877938529585610752_0.jpg,
Skype makes calls free to affected regions of Mexico after deadly earthquake https://t.co/HBilbW4dLj https://t.co/IAPse6jvJM,data_image/mexico_earthquake/20_9_2017/910625638905733121_0.jpg,
"#MONEY #IRMA CNNMoney Flushed! Why did two women deposit €100,000 in Geneva toilets?https://t.co/1HKRKYkr3Q https://t.co/7qKlBtaRDf — CN…",data_image/hurricane_irma/19_9_2017/910150156212981760_0.jpg,
Google's Project Loon working with AT&amp;T to get basic wireless services to Puerto Rico https://t.co/gQfJzm4Mm5 https://t.co/syk9QSZcCS,data_image/hurricane_maria/21_10_2017/921870499029827585_0.jpg,
You should be here! Eastport-a-ricans for Puerto Rico @EDCEastportMD https://t.co/djNgCi5azm,data_image/hurricane_maria/21_10_2017/921767109113319424_0.jpg,
RT @DrAlim: Ave MARIA! Seen from the space station- horizon to horizon- nothing but storm https://t.co/aLlViO5Eqi,data_image/hurricane_maria/2_10_2017/914886154402615296_0.jpg,
California fires spare iconic 'Peanuts' skating rink https://t.co/mFD9x02NRh #tech #news https://t.co/uWYZNgp2ne,data_image/california_wildfires/19_10_2017/921085476756426753_0.jpg,
I'm at RsN Ing. Planta industrial in Fernando De La Mora https://t.co/cdtb1ypfhh https://t.co/ErNzgjnSX0,data_image/srilanka_floods/1_6_2017/870335018958282752_0.jpg,
"Global wine supply plummets after wildfires in California, Italy https://t.co/EBosv66f5W https://t.co/9xmx14JHJ1",data_image/california_wildfires/25_10_2017/923324482143518721_0.jpg,
@EarthandClouds @photoweather1 Myrtle Beach is beautiful despite a hurricane going by. #HurricaneMaria https://t.co/0WbhA1K4VO,data_image/hurricane_maria/29_9_2017/913747459771428864_1.jpg,
UK set for a mix of rain and sun as London is coated in a blanket of fog just days before… https://t.co/WXgqbi7N1F https://t.co/FPe5Hly1yd,data_image/hurricane_maria/27_9_2017/913083456606924800_0.jpg,
"Video: DE Brian Burns previews NC State game, says he watched College Gameday, FSU's opponents during Irma layoff‚Ä¶ https://t.co/wVLFPpZ44m",data_image/hurricane_irma/19_9_2017/910213458121101318_0.jpg,
well thanks harvey for making my mercedes a total loss! love my new carὠD❤️ https://t.co/62EdjFw0XB,data_image/hurricane_harvey/17_9_2017/909216550137286657_0.jpg,
"So honored to have met this amazing Latina from MayagÃ¼ez, Puerto Rico. https://t.co/TndSM2akRF",data_image/hurricane_maria/9_11_2017/928769383798792192_1.jpg,
RT @jadaproctor: Y'all sleeping on Lori Harvey á¾’6á¼¿Dâ€â™€ï¸á½£B https://t.co/V7ra8cd1YY,data_image/hurricane_harvey/9_9_2017/906588675651330048_0.jpg,
RT @bluedevilhadley: Hats for Harvey @ Hadley #wpsproud https://t.co/XoUJeeZZWU,data_image/hurricane_harvey/8_9_2017/906192189579034624_1.jpg,
@CharlesMBlow Required reading for Republicans? #Hypocrites https://t.co/Gf9ZY1bpRC https://t.co/hyepFoseR6,data_image/srilanka_floods/20_6_2017/877278276896423936_0.jpg,
"Sen. Ben Sasse rejects Trump-Schumer-Pelosi deal, introduces â€˜cleanâ€™ Harvey funding bill https://t.co/tDWIeFzHw6 https://t.co/flQWcyOi5b",data_image/hurricane_harvey/7_9_2017/905926943924559872_0.jpg,
Latest No Limits Magazine is Out (delayed by Irma) See: https://t.co/gcB0fdRcz7 https://t.co/RJaL79JTGm,data_image/hurricane_irma/19_9_2017/910140939003457536_0.jpg,
#DryTortugus #keywest #Irma Thoughts with everyone down south. Great memories of Ft Jefferson and KW this Spring. https://t.co/8nOgmOxuVw,data_image/hurricane_irma/19_9_2017/910269754132369408_1.jpg,
Puerto Rico and Whitefish Defend $300 Million Power Grid Restoration Contract - Fortune https://t.co/DQhBc0BWq2 https://t.co/cur8ahfkRT,data_image/hurricane_maria/25_10_2017/923089275029094401_0.jpg,
Crowdsourcing info about Hurricane Harvey using @padlet #berkEagles #wearePBV #pbvtech https://t.co/g8nVrlugH6,data_image/hurricane_harvey/8_9_2017/906262165618753536_2.jpg,
RT @9NEWS: Amazing! Family dog emerges alive amid California wildfire aftermath https://t.co/IqP8LJyCi4 https://t.co/g077HIxGgz,data_image/california_wildfires/15_10_2017/919565833596125184_0.jpg,
"@Blaze_TFD But, does he get to touch Herbaeus Mora? NO! Therefore he knows not true love https://t.co/g8d9vrpAcs",data_image/srilanka_floods/10_6_2017/873673345929183237_1.jpg,
Marrying a POC does not make you woke. Don't be like Edward Blackorby. #HurricaneMaria https://t.co/rPnHx942xy,data_image/hurricane_maria/24_9_2017/911801192744964100_1.jpg,
"Chelsea Clinton Blasts Trump For Helping Harveyâ€™s Victims, Gets EvisceratedÂ Instantly https://t.co/obmgJbFZjH https://t.co/hx3nvn7cxD",data_image/hurricane_harvey/14_9_2017/908231395423739904_0.jpg,
The fiscally responsible hurricane response Republicans won't talk about https://t.co/uuuYw62Ogh https://t.co/XpJ5MOVamO,data_image/hurricane_harvey/7_9_2017/905621904505139200_0.jpg,
"Thank You @NewsfromJEA from Caguas, Puerto Rico!! #PRStrong https://t.co/yDOmT9rGFy",data_image/hurricane_maria/21_10_2017/921853322570731520_0.jpg,
Weather forecast #1stJune2017 #SLFloods2017 #FloodSL #lka #dmclk English and Sinhala https://t.co/C0FXfyVqpW,data_image/srilanka_floods/1_6_2017/870389549116948480_2.jpg,
President Trump speaks to reporters in the press cabin on an Air Force One… https://t.co/25dDpXJ3Fc https://t.co/q26aoC7AzV,data_image/hurricane_harvey/15_9_2017/908595809389891584_0.jpg,
@AmericanAir thanks for your response regarding cost of flights. We will hold you to this. #MariaPR #HurricaneMaria https://t.co/Mc7tbs9EYA,data_image/hurricane_maria/25_9_2017/912451378445987840_0.jpg,
Iran / Iraq gets hit with an earthquake. Boo fucking hoo. Allah not that great then? Or was he busy fucking a goat? https://t.co/q7z7tZlbCt,data_image/iraq_iran_earthquake/13_11_2017/930059422033956869_3.jpg,
"#IRMA NFL 0 | Turn a setback into a comeback. #ReebokMoment https://t.co/yKImxdI4rl — UFC (ufc) September 18, 2017",data_image/hurricane_irma/18_9_2017/909927519192862720_0.jpg,
"RT @The_Hayseed: LSU: ""Tornado warning, seek shelter immediately"" Me: ""So I don't have to go to class then?"" LSU: https://t.co/4HR7xeJ1VH",data_image/hurricane_harvey/5_9_2017/905003296448028672_0.jpg,
The girl from Puerto Rico. A day on the harbour with Rae Rodriguez: https://t.co/nVP3dungu9 https://t.co/rDREqCDZBz,data_image/hurricane_maria/9_11_2017/928756651800137728_0.jpg,
#IRMA NFL : RT Vikings: Ὢ7 #RhodesClosed Ὢ7 https://t.co/vCIm7liEhZ (via Twitter https://t.co/BB1lyLf3jF) https://t.co/YrkT2ia3NW,data_image/hurricane_irma/17_9_2017/909433353945927680_1.jpg,
"ON NOW 105.9 FM: @calthomas is on @WMALDC about #DACA, #Menendez trial and #HarveyRelief: https://t.co/1NFQnQu9Bo https://t.co/L59gFhJxB5",data_image/hurricane_harvey/6_9_2017/905380383008706560_0.jpg,
Google search trends in the US vs. Puerto Rico https://t.co/QlchBXaQic https://t.co/OIY7GtPmdt,data_image/hurricane_maria/29_9_2017/913783380126371845_0.jpg,
"Who Owns Puerto Rico’s Debt, Exactly? We’ve Tracked Down 10 of the Biggest Vulture Firms. https://t.co/TAKYkiJ6yl https://t.co/19DVYIKQih",data_image/hurricane_maria/22_10_2017/921890291648524289_0.jpg,
#nowplaying N*E*R*D Feat. Lee Harvey &amp; Vita - Lapdance / In Search Of... https://t.co/JdyLtq0rog,data_image/hurricane_harvey/6_9_2017/905350402467438592_0.jpg,
@MariaSharapova and @MonicaAce93 visited at San Jorge Hospital in Puerto Rico Happy birthday Corally!❤ https://t.co/HuDuk1wVXj,data_image/hurricane_maria/23_10_2017/922512802362937345_2.jpg,
Another one with my queens @Tee_Kolane and Mora. (Don't laugh at my teeth) https://t.co/AeZUxeNTWr,data_image/srilanka_floods/9_6_2017/873327683014471682_0.jpg,
"Recently deployed team members share their stories from Texas, Florida, Puerto Rico. Are all humble &amp; kind! https://t.co/HX0ReQE67G",data_image/hurricane_maria/26_10_2017/923580417038536704_0.jpg,
Sign up to for the Unity March for Puerto Rico in DC with @HispanicFed &amp; @Lin_Manuel á¼Ÿ5á¼Ÿ7 https://t.co/k9dfBDYlxn,data_image/hurricane_maria/10_11_2017/929102592357134336_0.jpg,
"Reflecting on effects of #Irma in BVI, @richardbranson calls for #ClimateAction now. #CWNYC https://t.co/hwv8QPmpyn",data_image/hurricane_irma/18_9_2017/909829040147755008_0.jpg,
"34 days after Hurricane Maria, RRT Wilson finally get a day to relax. https://t.co/NBbK6cwJFJ",data_image/hurricane_maria/24_10_2017/922683042128449536_2.jpg,
RT @AnonymousDH206: the cutest. can't help but imagine this being Donna on the phone with Harvey https://t.co/RQhEn2VNDs,data_image/hurricane_harvey/5_9_2017/905176055660630017_2.jpg,
"We celebrated bilingual month with a mom from Puerto Rico. The flag, a book, and plantain chips to share. @rbebears https://t.co/9n5sc8iBP6",data_image/hurricane_maria/25_10_2017/923329426158505985_1.jpg,
Is Puerto Rico part of the U.S.? That's complicated https://t.co/onbfD2PaNc https://t.co/KBRjXrg0KY,data_image/hurricane_maria/6_10_2017/916175598120300544_0.jpg,
Power of local broadcasting shined through the dark clouds of #HurricaneHarvey https://t.co/lnTvEfKHMy #TVNews https://t.co/3IjgsCdo3T,data_image/hurricane_harvey/5_9_2017/905024501200642048_0.jpg,
"Happy Adoptaversary, Harvey. https://t.co/JBaMItCaHx",data_image/hurricane_harvey/7_9_2017/905856701504610304_1.jpg,
Helder Vices tuxedo two tone denim https://t.co/oX8P9yYJje https://t.co/ttHfGGcFCX,data_image/srilanka_floods/7_6_2017/872564270457802752_0.jpg,
RT @DovePhotog: Like to surf? Head to Wabasso Beach for #HurricaneMaria swells. https://t.co/QQOfhXCH6u https://t.co/uBN5bQs4vR,data_image/hurricane_maria/25_9_2017/912425040339243008_3.jpg,
"RT @felxfrancisco: If Irma doesn't kill me, I'm tryna go on tour with @brysontiller https://t.co/UcDmO9kAte",data_image/hurricane_irma/19_9_2017/910125126229938176_1.jpg,
Certainly need a little more #paradise and a little less #hurricanemaria https://t.co/RAt1l8e90v https://t.co/HC6Uq8kh7Y,data_image/hurricane_maria/7_11_2017/928039868411924480_0.jpg,
Feniosky PeÃ±a-Mora steps down as NYC DDC commissioner: https://t.co/2lTrO30dIX https://t.co/EsUocMV6MX,data_image/srilanka_floods/22_6_2017/877970777768964097_0.jpg,
"Puerto Rico in My Heart, a Chefsâ€™ Collaboration BenefitÂ 10/26/17 https://t.co/qaHPxfewXP https://t.co/jgDFbMDrki",data_image/hurricane_maria/23_10_2017/922446438147280896_0.png,
Unions come through for Puerto Rico https://t.co/639c524hns https://t.co/loroRXbw8Y,data_image/hurricane_maria/6_11_2017/927383963806547973_0.jpg,
RT @EnockAnanda: WHY GOD JUDGED MEXICO SEVERELY MEXICO EARTHQUAKE PROPHECY FULFILLED- https://t.co/BcvTEiqLFZ* https://t.co/THaYS3zm8j,data_image/mexico_earthquake/24_9_2017/911828924832894977_0.jpg,
Witness in former Mora superintendent's forgery case testify at hearing: https://t.co/gx19hnK4Td https://t.co/yGmEUjfghe,data_image/srilanka_floods/14_6_2017/874957844021260288_0.jpg,
#Trump #Blames #Puerto Rico For Running Up His Budget https://t.co/9GJxMwbhEp https://t.co/u3kIvXfNhe,data_image/hurricane_maria/6_10_2017/916139777174523904_0.jpg,
"LOL poor guy gets so much crap for not taking Harvey's victims in his church, he only wants to take their moneyá¾‘4á½¡C https://t.co/GYf6jt6udA",data_image/hurricane_harvey/4_9_2017/904850175058956291_0.jpg,
Reading about the recent earthquake in Iran. #currentevents @Newsela https://t.co/ZGHE8wFSQ8,data_image/iraq_iran_earthquake/17_11_2017/931569594485141504_0.jpg,
"Puerto Rico: When it Rains, it Pours https://t.co/jutPTWDrXK https://t.co/g6FnhrzHRu",data_image/hurricane_maria/22_10_2017/922246867085352960_0.jpg,
RT @t1ghtvirgin: Irma has a bitch bored ina house just ina house bored https://t.co/l1AuPgvbJc,data_image/hurricane_irma/18_9_2017/909770492613206016_1.jpg,
NIBIRU END OF THE WORLD? Click here to get more information https://t.co/bboqGflY8f https://t.co/8oNQULtySp,data_image/mexico_earthquake/21_9_2017/910795988893261826_0.jpg,
"Mora, Lakin, Immaris, and our DM are officially done I can rest easy now https://t.co/dzdg3kOeea",data_image/srilanka_floods/2_7_2017/881612317317836800_0.jpg,
Post Irma drink. https://t.co/UQjKC2GErN,data_image/hurricane_irma/18_9_2017/909905371539623943_0.jpg,
"Mab, Me and Mora #Sisters #Rip https://t.co/CAeyZboDlW",data_image/srilanka_floods/10_6_2017/873621718329421824_0.jpg,
Rockport motto post #hurricaneharvey ὊAὙ5 https://t.co/VnnYbKYXAi,data_image/hurricane_harvey/4_9_2017/904541469070983168_0.jpg,
"There are pretty major conflicts between creating a modern, low-carbon grid and the profit motive… https://t.co/E3htRuOnpU",data_image/hurricane_irma/18_9_2017/909846497533005824_0.jpg,
@DottyVintage1 #HelloLadyRose #This #HurricaneMaria Is #LeavingFloridaALONE! xoxo #Amen á¼¸3á¼´1á¼¸3á¼´1á¼³Bá¼¸3á¼´1á¼¸3á¼´1á¼¸3á¼´1á¼¸3á¼´1á¼±Fâœ¨á¼»6á¼¸3 https://t.co/Lts7DtQeZO,data_image/hurricane_maria/24_9_2017/911914695803666432_0.jpg,
RT @ReutersPolitics: House committee postpones hearing on Puerto Rico https://t.co/akYHv4eBL0 https://t.co/dYKBGuoErp,data_image/hurricane_maria/20_10_2017/921414224152289280_0.jpg,
My Ride Garage â€“ Orange County Choppers Hurricane HarveyÂ Relief https://t.co/0C0isz654f https://t.co/J4NIvUrb2e,data_image/hurricane_harvey/10_9_2017/906759447942516737_0.jpg,
RT @TangoSierraFire: Acrylic painting on wood with gesso primer. I had the California wildfires on my mind. https://t.co/tJWeq8GKkf,data_image/california_wildfires/19_10_2017/920886980745056256_0.jpg,
RT @reaIDonaldTrunp: How I decided my efforts on Puerto Rico https://t.co/o1I2WHMBZH,data_image/hurricane_maria/20_10_2017/921499167037390848_0.jpg,
Big thanks to @trackjs for sponsoring some of my silly drawings! Helped me with a generous donation to disaster rel‚Ä¶ https://t.co/C6nJt4lR8H,data_image/hurricane_irma/19_9_2017/910145530755452928_1.jpg,
RT @vergotaswey: @Kixify My Harvey bottoms I got on offer up https://t.co/7jDJTGhnPD,data_image/hurricane_harvey/18_9_2017/909800608965824514_0.jpg,
"#SWFL Total Wine in Estero is open, btw. Take that, Irma. https://t.co/6mRB76Z0IE",data_image/hurricane_irma/18_9_2017/909854648097439745_1.jpg,
Iran / Iraq gets hit with an earthquake. Boo fucking hoo. Allah not that great then? Or was he busy fucking a goat? https://t.co/q7z7tZlbCt,data_image/iraq_iran_earthquake/13_11_2017/930059422033956869_2.jpg,
"Worked Hard, passed Out, #TexasStrong #Harvey #UNTOUCHABLESá¾”A @KhariHeru @AkinsMel @SHowardO https://t.co/yTWsB51EXA",data_image/hurricane_harvey/14_9_2017/908438680511090688_1.jpg,
Reader @albanianhobbit keeps it real. These are a few snapshots of what you couldn't leave behind during #Irma‚Ä¶ https://t.co/Bq9b6VT666,data_image/hurricane_irma/18_9_2017/909855052013109249_0.jpg,
In a play fight with Harvey https://t.co/RBgZKkAvP4,data_image/hurricane_harvey/19_9_2017/910228374265745408_0.jpg,
#IRMA NFL : Mr. DrewBrees. And B_Cole16. And a Saints TOUCHDOWN! #GoSaints #NEvsNO https://t.co/NmYqgdiUIZ (via‚Ä¶‚Ä¶ https://t.co/04zT0qi9Zh,data_image/hurricane_irma/17_9_2017/909476245112606720_0.jpg,
THERE ARE NO REASONS U.S. CITIZENS CANNOT BE HELPED. https://t.co/AMLxaHKQRi https://t.co/8LIgrjLTAJ,data_image/hurricane_maria/27_9_2017/913108900001587205_0.jpg,
We believe a picture is worth a thousand words! Who are the #cancer survivors you know? Linda Mora &amp; Cindy Lovelace https://t.co/n64QqZpyXz,data_image/srilanka_floods/12_6_2017/874374138021912576_1.jpg,
What does a dignity kit comprise? Check it out: https://t.co/07ZmYvmKgl @ippfsar @2014Sprint #FloodSL #SRHR @dfat https://t.co/gu0jaLgOvy,data_image/srilanka_floods/2_6_2017/870502689439862784_1.jpg,
"Month After a Storm, Puerto Rico Awaits Power #corruptionoftheday #FridayFeeling @realDonaldTrump #ITMFA https://t.co/hD3sCY0Hsg",data_image/hurricane_maria/20_10_2017/921401091807465473_0.jpg,
https://t.co/5QMdTca2Ac #shoes Vans Sk8 Hi Reissue Zip Mono Tornado Gray Men's Size 9.5 New In Box Skate Shoe https://t.co/V38W80I3m9,data_image/hurricane_harvey/4_9_2017/904583725840818176_0.png,
Casey Scheuerell @concert for Puerto Rico @grains o'malley's boston https://t.co/9bZ0ZNFAnU,data_image/hurricane_maria/22_10_2017/922241542844223488_0.jpg,
God I miss Puerto Rico so much :( I wanna go back home https://t.co/5bsbJ3IISo,data_image/hurricane_maria/9_11_2017/928418486048645120_2.jpg,
Irma is history and what a history! https://t.co/YP5IQMUBRp https://t.co/h89ULCbyzm,data_image/hurricane_irma/18_9_2017/909797964511621121_0.jpg,
We are only One hour away from our live updates for the wildfires/brush fires in California https://t.co/SN4CG5X6pT,data_image/california_wildfires/10_10_2017/917843187187814400_0.jpg,
"Everything Compliance-Episode 17, Post-Harvey Edition, PartÂ I https://t.co/ydMMit0VE7 https://t.co/1x5LpOFUlQ",data_image/hurricane_harvey/14_9_2017/908299502515363840_0.jpg,
The CHI 9/21/17: Press Conference About Hurricane Maria's Impact on PR &amp; Community's Res... https://t.co/hRMvHmmGHC https://t.co/AzyHakRwHo,data_image/hurricane_maria/20_9_2017/910621299482996736_0.jpg,
7.1 Magnitude Terremoto Earthquake Mexico 19/09/2017 https://t.co/AdDpfTsOaP https://t.co/Qr6swAcLrx,data_image/mexico_earthquake/20_9_2017/910541826439786497_0.jpg,
"Heavy chatter, celebrations on pro-ISIS/AQ Jihadi channels re #HurricaneHarvey. https://t.co/RLOKuldM9L",data_image/hurricane_harvey/27_8_2017/901788322036674563_0.jpg,
"#Tampa Local hospital staff in full hurricane preparation mode, ready... https://t.co/rfOUeH2x5l via @abcactionnews https://t.co/RikE3CrND8",data_image/hurricane_irma/7_9_2017/905725083972509697_0.jpg,
Can The Lessons Of Harvey Save Us? https://t.co/pvgSTkqQ7o #Equal #Time #News https://t.co/vp2uGlbNBN,data_image/hurricane_harvey/18_9_2017/909779373770887170_0.jpg,
RT @MSNBC: Side by side satellite images compare the size of Hurricane Harvey to Hurricane Katrina in 2005. https://t.co/8LemA9Ju1v,data_image/hurricane_harvey/27_8_2017/901646131628830721_0.jpg,
RT @CBCNS: Hurricane Maria getting stronger as it nears eastern Caribbean https://t.co/PpCzRAz8Vw https://t.co/SQtNArfyqr,data_image/hurricane_irma/18_9_2017/909845250205732864_0.jpg,
This tornado warned cell moving toward Broward County is moving NW at 90mph..insane! #flwx #Irma https://t.co/mDZUfITagA,data_image/hurricane_harvey/10_9_2017/906938652336500736_0.jpg,
Read our latest eNews w updates on Hurricane #Maria and #MexicoCity Earthquake https://t.co/8WEt2lJiPK https://t.co/ts1xR56US0,data_image/hurricane_maria/23_9_2017/911648892961378305_0.jpg,
Tornado warning in Polk County! We are safe inside the emergency operations center. @10NewsWTSP https://t.co/GbrXF6oSK9,data_image/hurricane_harvey/10_9_2017/906851553709056000_0.jpg,
US warned of dangerous Hurricane Maria swells https://t.co/fdPCKu6ojL https://t.co/ECtaQYrWfe,data_image/hurricane_maria/24_9_2017/911770192618831873_0.jpg,
"Don't forget the tornado threat today, @mikeseidel says while literally gripping a tree in #Miami. #Irma https://t.co/tTr9tCUL5n",data_image/hurricane_harvey/10_9_2017/906831916397199361_0.jpg,
Tropical Jose may be waiting for Hurricane Maria. https://t.co/OlR0dKdpoF,data_image/hurricane_maria/20_9_2017/910546943457349632_0.jpg,
"RT @Wx_Maps: All #Tornado, Severe Thunderstorm, and Flash Flood warnings for the month of August: https://t.co/FiRrxNPDZL",data_image/hurricane_harvey/4_9_2017/904853861378269184_0.jpg,
RT @BethHMcLeod: New path: Hurricane Maria &amp; it looks to be just like Irma. Prayers path changes @LydiaEsparra19 https://t.co/fkOPF0Biyh,data_image/hurricane_irma/18_9_2017/909725041650229248_0.jpg,
SIX #tornado warnings for #FL! As if #Irma wasn't enough! #flwx https://t.co/Q38hmTbW1N,data_image/hurricane_harvey/10_9_2017/906984230902571008_0.jpg,
"After Maria, hurricane respite may beÂ short-lived https://t.co/RbKB7cbqy1 https://t.co/ocXIsseamF",data_image/hurricane_maria/25_9_2017/912284013188014080_0.jpg,
An interesting view on GOES13 of both Tropical Storm Jose and Hurricane Maria. https://t.co/uC0PfllyXY,data_image/hurricane_maria/21_9_2017/910792966473752576_0.jpg,
Hurricane Maria All Clear Issued For The Bahamas https://t.co/nmUd2OTHIu https://t.co/UvxnTguSoT,data_image/hurricane_maria/23_9_2017/911610777735491585_0.jpg,
RMS puts hurricane Maria insured loss at up to $30Â billion https://t.co/6X7XZBVlpU https://t.co/FsgojLq26C,data_image/hurricane_maria/29_9_2017/913667975512711168_0.jpg,
"Hurricane #Maria, a Category 2, is literally as big as Florida https://t.co/YaHJbtegt5 https://t.co/Mu4XUTqQdL",data_image/hurricane_maria/24_9_2017/912078221000282112_0.jpg,
Irma is still a powerful Cat 5 storm with sustained winds at 180 MPH. It's passing north of Hispaniola this morning. https://t.co/2daCljztFB,data_image/hurricane_irma/7_9_2017/905712035081715713_0.jpg,
RT @ForexLive: Hurricane Maria bears down on Puerto Rico as Category 4 storm https://t.co/q8d1QJpJvC https://t.co/iuyvH9fW6a,data_image/hurricane_maria/20_9_2017/910524854612393984_0.jpg,
Tornado Warning that covers all of Brevard County. Good grief. Tony and Eric have it covered now on @WESH. https://t.co/xheDCNmGwH,data_image/hurricane_harvey/10_9_2017/906950458371198976_0.jpg,
"14 min.ago #earthquake 3.8 has hit Kerman, Iran, 11.0km, 11:28 AM GMT+4 (EMSC) https://t.co/AzAsRDYiPQ https://t.co/dKoftOQgh5",data_image/iraq_iran_earthquake/18_11_2017/931789781087981568_0.jpg,
"High Surf Advisory: today - tomorrow due to Hurricane Maria tracking up the coast into mid-week, staying offshore https://t.co/TMBer8R0lE",data_image/hurricane_maria/25_9_2017/912280734932590592_0.jpg,
Hurricane: Trump to visit Puerto Rico on Tuesday - https://t.co/51LYHvbmHx https://t.co/8Mlr06vm5M,data_image/hurricane_maria/29_9_2017/913783217924268034_0.jpg,
